-36.06051769143647	0
-36.060517691436246	0
-35.569611249461104	0
-35.56961124946059	0
-35.07892854200827	0
-35.07892854200793	0
-34.58848001402487	0
-34.58848001402481	0
-34.098276920066496	0
-34.09827692006587	0
-33.608331427886355	0
-33.60833142788607	0
-33.11865674978412	0
-33.118656749784066	0
-32.66160188474055	0
-32.661601884740094	0
-32.6292671844825	0
-32.6292671844821	0
-32.17157693081862	0
-32.17157693081754	0
-32.14017796709629	0
-32.14017796709601	0
-31.68181619241716	0
-31.68181619241659	0
-31.651404829219302	0
-31.651404829219018	0
-31.19233513609629	0
-31.192335136095664	0
-31.162963162082235	0
-31.162963162082235	0
-30.70315364604079	0
-30.703153646040676	0
-30.674866650774163	0
-30.674866650773993	0
-30.214298503140867	0
-30.214298503140128	0
-30.1871252109882	0
-30.1871252109882	0
-29.725806929977068	0
-29.725806929976784	0
-29.699742041816535	0
-29.699742041815853	0
-29.436272374285352	0
-29.436272374285124	0
-29.237731154947483	0
-29.2377311549472	0
-29.212709706723956	0
-29.2127097067239	0
-28.947198738839916	0
-28.94719873883986	0
-28.750143528609897	0
-28.750143528609442	0
-28.726005607937452	-4.3215099503170044e-10
-28.726005607937054	-4.2351312955656585e-10
-28.45842255784021	0
-28.458422557839754	0
-28.263140551315132	0
-28.263140551315075	0
-28.239588421383985	0
-28.239588421383814	0
-27.96995510761883	0
-27.96995510761826	0
-27.77684213382321	8.467323347277751e-10
-27.77684213382298	-4.0881136974293425e-10
-27.75339911978358	-1.7816225654009072e-9
-27.753399119783467	-1.5268983868646697e-9
-27.48180920686093	0
-27.481809206860873	0
-27.29138121065904	-1.1254885426645106e-9
-27.291381210658642	0
-27.26737143184289	8.791810450987263e-10
-27.26737143184272	7.92975364663633e-10
-26.994000743259846	0
-26.994000743259733	0
-26.80688293847578	-9.671716595303885e-10
-26.806882938475724	5.531036072659965e-9
-26.781452486403452	6.671916979229877e-9
-26.781452486403282	-4.66879400391774e-9
-26.506551875067657	0
-26.506551875067544	-2.098268026921595e-10
-26.384209750790603	0
-26.384209750790262	0
-26.323443181632626	-2.087406374215276e-9
-26.32344318163257	-8.610855483865798e-9
-26.295623927582255	-3.2691600631470994e-9
-26.295623927582028	6.702876213213761e-9
-26.01949520162026	-4.392517918540501e-10
-26.019495201620032	-5.938294315178648e-10
-25.896113278195173	0
-25.896113278194946	0
-25.841120792399238	2.6839134727707316e-8
-25.841120792398954	8.549435377268583e-9
